index,artist,title,mood,lyrics
ML515,John Coltrane,Acknowledgement,pos,"15 ContributorsAcknowledgement Lyrics[Mantra]
A love supreme
A love supreme
A love supreme
A love supreme
A love supreme
A love supreme
A love supreme
A love supreme
A love supreme
A love supremeYou might also like1Embed"
ML516,Seether,Driven Under,neg,"15 ContributorsDriven Under Lyrics[Verse 1]
Do you think I'm faking
When I'm lying next to you?
Do you think that I am blind
There's nothing left for me to lose?
Must be something on your mind
Something lost and left behind
Do you know I'm faking now?

[Verse 2]
Do you know I'm faking
When I'm lying next to you?
Do you know that I am blind
To everything you ever do?
Must be something on your mind
Something lost for me to find
Do you know I'm faking?

[Chorus]
Then she told me she had a gun
It sounded like she'd used it once before on him
Then she told me she had a gun
It sounded like she'd used it once before, oh man

[Verse 3]
I guess you know I'm faking
When I tell you I love you
I guess you know that I am blind
To everything you say and do
Must be something on my mind
There's nothing left for me to hide
Do you know I'm faking?
You might also like[Chorus]
Then she told me she had a gun
It sounded like she'd used it once before on him
Then she told me she had a gun
It sounded like she'd used it once before, oh man

[Bridge]
We have to, succumb to
The feelings we can never face
I need you, I breathe you
I can't go through this all again

We have to, succumb to
The feelings we can never face
I need you, I breathe you
I can't go through this
Then she told me she had a gun
It sounded like she'd used it once before

[Chorus]
Then she told me she had a gun
It sounded like she'd used it once before on him
Then she told me she had a gun
It sounded like she'd used it once before, oh man

[Outro]
Then she told me she had a gun
She says she wants to use it on me nowEmbed"
ML517,Soundgarden,Rhinosaur,neg,"10 ContributorsRhinosaur Lyrics[Verse 1]
Standing with my enemy
Hung on my horns
With haste and reverie
Killing with charm

[Chorus]
Only happy when you hurt
Only deadly in a swarm
Only healthy in the dirt
Only empty in your arm

[Verse 2]
I play, I'm sick and tame
Drawing the hordes
I wait and show the lame
The meaning of harm
The skull beneath my feet
Like feathers in sand
I graze among the graves
A feeling of peace

[Chorus]
Only bending when you break
Only feeding when you're cold
Only healing when you ache
Only feeling when you don't
You might also like[Guitar Solo]

[Chorus]
Only bending when you break
Only feeding when you're cold
Only healing when you ache
Only feeling when you don't

[Guitar Solo]Embed"
ML518,Metallica,Fight Fire With Fire,neg,"53 ContributorsFight Fire with Fire Lyrics[Intro]

[Verse 1]
Do unto others as they've done to you
But what the hell is this world coming to?
Blow the universe into nothingness
Nuclear warfare shall lay us to rest

[Chorus]
Fight fire with fire
Ending is near
Fight fire with fire
Bursting with fear
We all shall die

[Verse 2]
Time is like a fuse, short and burning fast
Armageddon's here, like said in the past

[Chorus]
Fight fire with fire
Ending is near
Fight fire with fire
Bursting with fear

[Instrumental Break]
[Guitar Solo]
You might also like[Verse 3]
Soon to fill our lungs, the hot winds of death
The gods are laughing, so take your last breath

[Chorus]
Fight fire with fire
Ending is near
Fight fire with fire
Bursting with fear

[Outro]
Fight fire with fire, fight fire with fire
Fight fire with fire, fight fire with fire
Fight fire with fire, fight fire with fire
Fight fire with fire, fight fire with fire, fight17Embed"
ML519,Deftones,You've Seen the Butcher,neg,"24 ContributorsYou’ve Seen the Butcher Lyrics[Verse 1]
Don't wanna take it slow
I wanna take you home
And watch the world explode
From underneath your glow

[Pre-Chorus]
I wanna watch the way
You creep across my skull

[Chorus]
You slowly enter
Because you know my room
And then crawl your knees off
Before you shake my tomb

[Verse 2]
I wanna watch you close
I need to see for sure
After the tapings through
Who do you think we can show?

[Pre-Chorus]
I wanna watch the way
You creep across my skull
You might also like[Chorus]
You slowly enter
'Cause you know my room
And then you crawl your knees off
And then you shake my tomb

[Pre-Chorus]
I wanna watch the way
You creep across my skull

[Chorus]
You slowly enter
'Cause you know my room
And then you crawl your knees off
Before you shake my tomb

[Chorus]
You enter slowly
You know my room
You crawl your knees off
And then you shake my tomb4Embed"
ML520,Velvet Revolver,Fall To Pieces,neg,"14 ContributorsFall to Pieces Lyrics[Verse 1]
It's been a long year
Since you've been gone
I've been alone here
I've grown old

[Pre-Chorus]
I fall to pieces, I'm falling
Fell to pieces and I'm still falling

[Chorus]
Every time I'm falling down
All alone I fall to pieces

[Verse 2]
I keep a journal of memories
I'm feeling lonely, I can't breathe

[Pre-Chorus]
I fall to pieces, I'm falling
Fell to pieces and I'm still falling

[Chorus]
Every time I’m falling down
All alone I fall to pieces
Every time I’m falling down
All alone I fall to pieces
Every time I’m falling down
All alone I fall to pieces
You might also like[Bridge]
All the years I've tried
With more to go
Will the memories die
I'm waiting
Will I find you
Can I find you
We're falling down
I'm falling

[Guitar Solo]

[Chorus]
Every time I’m falling down
All alone I fall to pieces
Every time I’m falling down
All alone I fall to pieces
Every time I’m falling down
All alone I fall to pieces
Every time I’m falling down
All alone I fall to pieces4Embed"
ML521,Puddle Of Mudd,Away From Me,neg,"9 ContributorsAway From Me LyricsYEAH!!

LIES!!

[Verse 1]
Looking at me now just sitting here by myself
And I think you've found someone else
Now I'm gonna have to find a way to put the bottle down
And why can't you see, that I'm drowning in a pool of misery

[Chorus]
I'm always afraid
That you're gone
Away from me
I'm always afraid
That you're lost in somebody
I'm always afraid
That you're gone
Away from me
I'm always afraid that you're lost

[Verse 2]
So here I am I don't wanna be by myself
And I think you're fucking someone else
Now I'm gonna have to find a way to take the knife out of my back
And how could you leave me, stranded in a closet full of bones
You might also like[Chorus]
I'm always afraid
That you're gone
Away from me
I'm always afraid
That you're lost in somebody
I'm always afraid
That you're gone
Away from me
I'm always afraid that you're lost

[Bridge]
Maybe you could let me stay
Maybe just for one more day
You could help me stay the same
Maybe things won't ever change
Maybe we could taste the rain
You could push me out the way
Now I sit here by myself
Think about somebody else
How could you let them take you away from me
There's somebody else
There's somebody else!

[Chorus]
I'm always afraid
That you're gone
Away from me
I'm always afraid
That you're lost in somebody
I'm always afraid
That you're gone
Away from me
I'm always afraid that you're FUCKING!
I'm always afraid
I'm always afraid
I'm always afraid
I'm always afraid
I'm always afraid
I'm always afraid
I'm always afraid!
Away from me1Embed"
ML522,Staind,Home,neg,"8 ContributorsHome Lyrics[Verse 1]
I force myself through another day, can't explain the way
Today just fell apart like everything, right in my face
And I try to be the one, I can't accept this all
Because of you I've had to walk away, from everything

[Chorus]
And I'm afraid to be alone
Afraid you'd leave me when I'm gone
I'm afraid to come back home

[Verse 2]
Another sleepless night again, Hotel rooms my only friend
And friends like that just don't add up, to anything
And I try so hard to be, everything that I should never
Take away from you again, 'cause I heard you say

[Chorus]
And I'm afraid to be alone
Afraid you'd leave me when I'm gone
I'm afraid to come back home

[Bridge]
I cannot forget
I live with regret
I cannot forget
I live with...
I live through this
I can't see through this
I can't do this
Anymore
You might also like[Chorus]
'Cause I'm afraid to be alone
Afraid you'd leave me when I'm gone
I'm afraid to come back home

[Outro]
Afraid you'd leave me when I'm gone
And I just wish i was back home1Embed"
ML523,Pearl Jam,Glorified G,neg,"18 ContributorsGlorified G Lyrics[Intro]
Yeah, yeah, yeah, yeah

[Verse 1]
Got a gun, fact I got two
That's okay man 'cause I love God
Glorified version of a pellet gun
Feel so manly when armed

[Chorus]
(Glorified version of a) pellet gun
(Glorified version of a) pellet gun
(Glorified version of a) pellet gun
(Glorified version of a) pellet gun

[Verse 2]
Don't think, dumb is strength
Never shot at a living thing
Glorified version of a pellet gun
Feel so manly when armed

[Chorus]
(Glorified version of a) pellet gun
(Glorified version of a) pellet gun
(Glorified version of a) pellet gun
(Glorified version of a)
You might also like[Bridge]
Always keep it loaded
Always keep it loaded
Always keep it loaded
(Kindred to being an American)

[Outro 1]
(Life comes) I can feel your heart
(Ooh, life comes) I can feel your heart in your neck
(Life comes) I can feel your heart in your neck
(Like some) I can steal your heart from your neck

[Outro 2]
Glorified, glorified4Embed"
ML527,David Guetta,On The Dancefloor ,neg,"7 ContributorsOn the Dancefloor Lyrics[Chorus: will.i.am & (apl.de.ap)]
I got that fire (Fire), fire (Fire), fire (Fire), fire (Fire), fire (Fire), fire
For the dance floor
I got that fire (Fire), fire (Fire), fire (Fire), fire (Fire), fire (Fire)
For the dance floor
Turn it up
Fire (Fire), fire (Fire), fire (Fire), fire (Fire), fire (Fire)
For the dance floor
I got that fire (Fire), fire (Fire), fire (Fire), fire (Fire), fire (Fire), fire
For the dance floor
Turn it up
Turn it up
Turn it up
Turn it up
Turn it up, up
Turn it up, up
Turn it up, up
Turn it up, up
Turn-turn it-it up-up-up
On the dance floor

[Verse 1: apl.de.ap]
Feel that heat rising up
Hear that beat, turn it up
Baby, movin', that's what's up
Baby, baby, boombercut
Boombercut
Do that dance
Got me lookin' in a trance
Just like fire when she dance
Someone call the ambulance
You might also like[Verse 2: apl.de.ap with will.i.am.]
I like it, you like it
You li-li-like futureistic
Just ride it, don't fight it
Ge-ge-ge-get down to the music
Don't stop it, get rockin'
It's comin' like a bullet
It's burning like fire
So go ahead and lose it

[Chorus: will.i.am]
Turn it up
Turn it up-up-up-up-up-up-up-up-up-up-up-up-up-up
For the dancefloor

[Verse 3: will.i.am]
Turn it up
Break it down
Shake it off
Mix it now
D-A-V-I-D, take me for the dancefloor
Will. I is on reposition
I'll be cutting like incision
Get a ghetto for the dancefloor (Floor)

[Bridge: will.i.am]
The G, the U, the T, the T, the A
The A-A, we don't play
Weepy, weepy, rock, rock, rock, rock
Sh-sh-shit like every day
Feel the sound, powerful
Mega boots on overload
Electric City pumpin' on the dance-ce-cefloor
[Chorus: will.i.am & (apl.de.ap)]
I got that fire (Fire), fire (Fire), fire (Fire), fire (Fire), fire (Fire), fire
For the dance floor
I got that fire (Fire), fire (Fire), fire (Fire), fire (Fire), fire (Fire)
For the dance floor-oor2Embed"
ML531,Fred Hammond & Radical For Christ,I Will Bless His Holy Name,pos,"1 ContributorI Will Bless His Holy Name Lyrics(Chorus)
I will bless His holy name
Everything in me will do the same
All that's inside this dusty frame
Will bless His name

(1st verse)
I wll bless His holy name
Whether in good times, sorrow, sunshine or in rain
All that's within me will find good reason
To bless His name yeah
Let it be You that I remember
Lord to Your wisdom and Your mercy
I have surrendered
Lord my heart holds to this one refrain
I'll bless Your holy name

(Channel)
For He's crowned me with love
And His mercy
And with all
All good things
He satisfies me
So you'll hear me say

(Chorus)
You might also like(2nd verse)
Let every instrument
And every voice
Forsake his own way
And make a choice
That when it seems that
Your heart would faint
You'll bless His name
Bless His name

(Channel)

(Chorus 2x)Embed"
ML532,Whitney Houston,Joy ,pos,"8 ContributorsJoy Lyrics[Chorus]
Oh joy in my soul
Oh joy, joy down in my soul
Sweet beautiful soul saving joy
Oh, joy, joy, joy in my soul

[Verse 1]
Listen to the music
The sound of the angels
Come and see the child
Who can make you whole
Lying in a manger
Away from harm and danger

[Chorus]
Oh joy in my soul
Oh joy, joy down in my soul
Sweet beautiful soul saving joy
Oh joy, joy, joy in my soul
Joy, joy, joy in my soul oh

[Verse 2]
He sent from up above
This special gift of love
More precious than silver or gold
He was sent this holiday
To take our pain away
You might also like[Chorus]
Oh joy in my soul
Oh joy, joy down in my soul
Sweet beautiful soul saving joy
Oh joy, joy, joy in my soul
Joy, joy, joy in my soul oh

[Verse 3]
Go tell it on the mountain
Shout it from a valley
Tell about the baby in swaddling clothes
Men in every nation
Join the celebration

[Outro]
Way down deep joy
Joy, joy, joy
I've got joy
Way down deep inside my soul joy
Unspeakable joy
Joy in my soulEmbed"
ML533,Israel & New Breed,Friend Of God,pos,"1 ContributorFriend Of God Lyrics[Verse]
Who am I that You are mindful of me
That You hear me when I call
Is it true that You are thinking of me
How You love me it's amazing

[Chorus]
I am a friend of God
I am a friend of God
I am a friend of God
He calls me friend

[Bridge]
God Almighty, Lord of Glory
You have called me friendYou might also likeEmbed"
ML534,Micah Stampley,War Cry,neg,"1 ContributorWar Cry LyricsI hear the sound of a voice
Crying out in the wilderness
(Prepare ye the way of the Lord)
I hear the sound of a voice
It sounds like thunder
(Prepare ye the way of the Lord, ooh)

This is a war cry
Calling all of the warriors
(With your weapons fit for the fight)
We must stand as a people
Filled with His light

Chorus:
Prepare ye the way
Of the Lord, Lord, Lord
Prepare ye the way
Of the Lord, Lord, Lord

The Creator is waiting for us
To acknowledge Him
(Prepare ye the way of the Lord)
So I will sing and I will shout
'Til He returns for me
(Prepare ye the way of the Lord, ooh)
You might also likeLet us kneel down
And reverence His presence
(So all the world will see)
That He is faithful and just
Deserving all glory

(Chorus)
Oh, oh, oh
We're waiting on our Savior
Oh, oh, oh, oh
We're waiting on our King
Oh, oh, oh
We're waiting on our Master
Oh, oh, oh, oh
He is our everything

This a war cry
For the warriors
Pick up your weapons
It's time to fight

This a war cry
For the warriors
Pick up your weapons
Fight, fight
This is a war cry
For the warriors
Prepare ye the way of the Lord (5x)Embed"
ML535,Gary Wright,Love Is Alive,pos,"4 ContributorsLove is Alive Lyrics[Verse 1]
Well, I think it's time to get ready
To realize just what I have found
I have lived only half of what I am
It's all clear to me now

[Chorus]
My heart is on fire
My soul's like a wheel that's turnin'
My love is alive
My love is alive, yeah, girl, yeah

[Verse 2]
There's something inside that's making me crazy
I'll try to keep it together
'Cause what I say may not happen the same way
Now could be forever

[Chorus]
My heart is on fire
My soul's like a wheel that's turnin'
My love is alive
My love is alive, yeah, girl, yeah

[Bridge]
My love is alive
Woo hoo, my love is alive
You might also likeThere's a mirror moving inside my mind
Reflecting the love that you shine on me
Hold on now to that feeling
Let it flow, let it grow, yeah, yeah

[Chorus]
My heart is on fire
My soul's like a wheel that's turnin'
My love is alive
My love is alive, yeah, girl, yeah

My love is alive
Woo hoo, my love is alive
Woo hoo, my love is alive
My love is alive
Woo hoo, my love is alive
Woo hoo, my love is alive
Woo hoo, my love is alive
Woo hooEmbed"
